LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_1,SEX_2,EDU_0,EDU_1,EDU_2,EDU_3,EDU_4,EDU_5,EDU_6,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,pay_bucket_0_count,pay_bucket_1_count,pay_bucket_2_count,pay_bucket_3_count,pay_bucket_4_count,pay_bucket_5_count,pay_bucket_6_count,pay_bucket_7_count,pay_bucket_8_count,pay_bucket_-2_count,pay_bucket_-1_count,pay_bucket_0_flag,pay_bucket_1_flag,pay_bucket_2_flag,pay_bucket_3_flag,pay_bucket_4_flag,pay_bucket_5_flag,pay_bucket_6_flag,pay_bucket_7_flag,pay_bucket_8_flag,pay_bucket_-2_flag,pay_bucket_-1_flag,pay_amt_total,bill_amt_total,pay_to_billed_ratio,zero_bill_amount,utilization_avg,utilization_max,group,default payment next month
310000,36,52191,36758,29180,22426,18592,14976,3012,5000,2000,5000,5000,3000,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23012,174123,0.1321594505033798,0,0.09361451612903225,0.16835806451612903,T,0
270000,39,3073,1816,1163,1582,0,1320,1816,1163,1582,0,1320,717,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,6598,8954,0.7368773732410097,0,0.00552716049382716,0.011381481481481482,T,0
430000,30,62774,68284,74806,82241,80298,53289,10284,10806,12241,1606,1119,52319,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88375,421692,0.20957238932680725,0,0.16344651162790697,0.19125813953488371,T,0
70000,27,58009,56479,63633,64500,62867,64210,0,8100,2500,0,2500,2455,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15555,369698,0.04207488274213006,0,0.8802333333333334,0.9214285714285714,T,1
180000,39,2875,0,2125,0,0,0,0,2125,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,2125,5000,0.425,0,0.00462962962962963,0.01597222222222222,T,0
170000,33,298,0,0,467,203,0,0,0,467,203,0,1116,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,1786,968,1.8450413223140496,0,0.0009490196078431373,0.002747058823529412,T,0
120000,41,0,77,-1460,-1460,-1460,-1460,77,1460,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1537,-5763,-0.26670137081381223,0,-0.008004166666666666,0.0006416666666666667,T,0
440000,49,942,2002,2942,2948,0,942,2002,2942,2948,0,942,1000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,9834,9776,1.0059328968903436,0,0.003703030303030303,0.0067,T,0
50000,22,41940,41811,35920,19987,18971,18654,1748,1253,2504,1004,1509,4495,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12513,177283,0.07058206370605191,0,0.5909433333333334,0.8388,T,1
380000,41,302130,266160,236316,224029,224022,225978,10018,10000,15000,30000,30251,20000,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115269,1478635,0.07795635839811718,0,0.6485241228070175,0.7950789473684211,T,0
100000,40,97582,99964,96270,97440,94518,24180,5000,5000,6000,0,484,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16484,509954,0.03232448416916035,0,0.8499233333333333,0.99964,T,0
110000,36,0,780,0,0,0,0,780,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,1,780,780,1.0,0,0.0011818181818181819,0.007090909090909091,T,0
180000,49,62087,63444,65420,67722,70970,72670,3000,3000,4000,5000,3000,5000,1,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23000,402313,0.0571694178413325,0,0.37251203703703706,0.4037222222222222,T,0
260000,29,56050,52079,52083,46703,47500,45030,6000,6000,5000,5000,4000,5000,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31000,299445,0.10352485431381389,0,0.19195192307692308,0.21557692307692308,T,0
460000,41,81848,7653,47633,1296,0,0,8877,47830,1296,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,58003,138430,0.41900599581015674,0,0.050155797101449275,0.1779304347826087,T,0
230000,43,41435,42106,43532,44504,44267,45564,1674,3000,2011,1574,2000,2000,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12259,261408,0.04689603990696536,0,0.18942608695652174,0.19810434782608696,T,0
50000,28,47132,22104,983,23594,7428,29039,1651,984,23001,5001,30001,8599,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,69237,130280,0.5314476512127725,0,0.43426666666666663,0.94264,T,0
250000,38,14766,990,8150,15410,1276,0,990,8150,15410,1276,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,25826,40592,0.6362337406385494,0,0.027061333333333333,0.06164,T,0
30000,33,390,390,390,390,390,0,390,390,390,390,0,780,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2340,1950,1.2,0,0.010833333333333334,0.013,T,0
10000,30,9211,8119,7604,7637,6056,2852,0,1176,1000,121,57,5507,1,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7861,41479,0.18951758721280648,0,0.6913166666666667,0.9211,T,1
360000,38,1659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,1,0,1659,0.0,0,0.0007680555555555556,0.004608333333333333,T,0
50000,38,1496,35007,32672,34087,37114,45043,35007,2000,2000,5000,10000,2000,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,56007,185419,0.30205642355961365,0,0.6180633333333334,0.90086,T,0
220000,37,14298,100606,11202,21683,10860,12534,101405,11202,21778,10860,12534,7923,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,165702,171183,0.9679816336902612,0,0.12968409090909092,0.4573,T,0
90000,35,35232,38329,37433,38507,39468,40183,4000,0,1700,1600,1500,4000,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12800,229152,0.055858120374249406,0,0.42435555555555554,0.44647777777777775,T,0
360000,41,498,498,498,498,498,498,498,498,498,498,498,498,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2988,2988,1.0,0,0.0013833333333333334,0.0013833333333333334,T,1
120000,36,3225,4592,5975,5409,5940,1770,3232,4615,4170,1770,0,7978,0,1,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21765,26911,0.8087770800044591,0,0.03737638888888889,0.049791666666666665,T,0
360000,42,174857,179851,186961,201703,189455,194373,10000,10005,20117,15018,10027,20057,0,1,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85224,1127200,0.07560681334279631,0,0.5218518518518518,0.5602861111111112,T,0
50000,24,35166,29045,15188,7582,7741,7958,1300,1106,1500,281,346,159,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4692,102680,0.0456953642384106,0,0.34226666666666666,0.70332,T,0
100000,31,0,0,680,837,0,0,0,680,837,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1,1,1517,1517,1.0,0,0.0025283333333333334,0.00837,T,0
120000,50,109372,111564,112482,115046,80987,85921,5500,4200,4552,3100,6416,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23768,615372,0.03862379178773165,0,0.8546833333333334,0.9587166666666667,T,0
300000,31,1877,2466,0,462,0,3069,2500,0,462,0,3069,280,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,6311,7874,0.801498602997206,0,0.004374444444444444,0.01023,T,0
130000,29,130708,132080,130128,101794,101826,101763,6658,5146,4000,4000,3866,3435,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27105,698299,0.03881575084598431,0,0.8952551282051282,1.016,T,0
200000,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.0,0.0,T,1
50000,34,37699,35203,15360,15031,12173,11728,2000,2000,1150,2000,1000,1000,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9150,127194,0.07193735553563847,0,0.42398,0.75398,T,0
50000,25,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6300,0.0,0,0.021,0.021,T,1
80000,26,69489,70336,71755,66175,67573,69083,2600,2571,2500,2500,2600,3000,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15771,414411,0.03805642224747895,0,0.86335625,0.8969375,T,0
110000,31,7398,2009,1651,1823,1208,0,1500,1177,1000,550,0,790,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5017,14089,0.3560934062034211,0,0.021346969696969694,0.06725454545454546,T,0
550000,28,257553,251236,246572,240595,237968,220199,12036,9071,8022,6797,7095,6469,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49490,1454123,0.034034259825338024,0,0.44064333333333333,0.4682781818181818,T,0
20000,31,13335,15617,15090,16859,16472,21819,2800,0,2001,0,5782,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10583,99192,0.10669207194128559,0,0.8266,1.09095,T,0
150000,44,1843,1367,0,0,0,0,1367,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,1367,3210,0.4258566978193146,0,0.0035666666666666668,0.012286666666666666,T,1
30000,26,29072,29276,30204,28501,29687,29497,1600,1500,1000,4000,1900,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10000,176237,0.05674177386133445,0,0.9790944444444444,1.0068,T,0
140000,30,106298,111040,122612,120270,118091,122963,6451,15000,1100,0,7000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,29551,701274,0.04213902126700833,0,0.83485,0.8783071428571428,T,1
140000,24,99012,106817,109646,106420,111130,113204,11000,6000,0,8000,4000,5000,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,34000,646229,0.052612928234418446,0,0.7693202380952381,0.8086,T,0
20000,47,17305,17917,18600,19034,19022,19046,1295,1368,1192,570,606,600,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5631,110924,0.05076448739677617,0,0.9243666666666666,0.9523,T,1
370000,53,21160,8153,12094,30751,30131,9630,8162,12294,30751,30131,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,81338,111919,0.7267577444401755,0,0.05041396396396397,0.08311081081081081,T,0
210000,32,67374,69489,70937,71761,73505,74827,3200,3200,2600,2900,2700,3000,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17600,427893,0.04113177827167072,0,0.33959761904761904,0.35631904761904765,T,0
30000,33,6390,5454,5540,4605,2880,2516,1102,1128,1000,58,2516,3553,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9357,27385,0.341683403322987,0,0.1521388888888889,0.213,T,0
450000,34,42713,6496,9341,2857,83527,0,0,9511,20,84000,0,116,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,93647,144934,0.6461354823574869,0,0.05367925925925926,0.18561555555555556,T,0
220000,41,126532,90013,91191,86139,83743,78555,4500,4006,3000,3000,3000,6000,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23506,556173,0.04226382798158127,0,0.4213431818181818,0.5751454545454545,T,0
180000,36,170619,172057,177813,178907,139825,118621,6063,8431,6845,4465,4287,4060,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,34151,957842,0.03565410579197822,0,0.8868907407407408,0.9939277777777777,T,0
20000,45,26400,27400,28400,29400,30000,0,1000,1000,1000,600,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3600,141600,0.025423728813559324,0,1.18,1.5,T,0
20000,37,425,1626,460,360,1520,1160,1629,460,360,1520,0,2233,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,6202,5551,1.1172761664564943,0,0.04625833333333333,0.0813,T,0
20000,53,18856,19840,18588,17650,18003,18390,1318,1298,1260,613,645,732,1,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5866,111327,0.0526916201819864,0,0.927725,0.992,T,0
130000,32,126164,126080,129104,130745,127344,127809,6500,7000,8000,5000,4500,4500,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35500,767246,0.04626938426528128,0,0.9836487179487179,1.0057307692307693,T,0
210000,26,207033,202432,142119,99699,17718,150758,9000,5500,3600,1000,135000,5314,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159414,819759,0.19446447065539993,0,0.650602380952381,0.9858714285714286,T,0
50000,44,10012,11039,12549,16995,17490,18253,1500,2000,5000,778,1200,752,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11230,86338,0.1300701892561792,0,0.28779333333333335,0.36506,T,0
220000,32,17715,316,632,632,316,316,316,632,316,0,316,632,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2212,19927,0.11100516886636222,0,0.01509621212121212,0.08052272727272727,T,0
360000,25,0,1647,1488,490,1697,789,1647,5,2,1705,792,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,4151,6111,0.6792668957617412,0,0.0028291666666666665,0.004713888888888889,T,0
240000,32,24615,27500,0,0,0,0,5000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,5000,52115,0.09594166746618056,0,0.03619097222222222,0.11458333333333333,T,0
200000,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.0,0.0,T,0
100000,29,5466,5652,9690,5286,8191,11272,5652,9690,6916,8191,6412,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,36861,45557,0.8091182474702021,0,0.07592833333333333,0.11272,T,0
210000,44,4925,32767,6273,5651,9103,8660,32930,6975,5661,9109,8664,8917,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,72256,67379,1.0723816025764703,0,0.05347539682539683,0.15603333333333333,T,0
340000,40,77181,59873,60396,63720,65211,60053,5305,3000,5000,3000,5000,6000,1,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27305,386434,0.07065889647391276,0,0.189428431372549,0.2270029411764706,T,0
120000,27,45375,52437,50473,45087,35424,31760,12000,5024,5000,5000,4000,5000,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36024,260556,0.13825818633998066,0,0.36188333333333333,0.436975,T,0
20000,32,18472,19968,17199,18367,18130,18500,2000,17199,1600,363,370,1500,1,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,23032,110636,0.20817816985429696,0,0.9219666666666666,0.9984,T,0
120000,34,3755,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,3755,0.0,0,0.005215277777777778,0.03129166666666667,T,1
10000,29,8393,9069,8019,5819,5626,5621,1000,2000,1000,0,2000,1000,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7000,42547,0.1645239382330129,0,0.7091166666666667,0.9069,T,0
20000,45,19473,19868,16749,17538,13840,7370,1896,1417,1206,284,147,4937,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9887,94838,0.10425146038507771,0,0.7903166666666667,0.9934,T,0
80000,48,74040,74658,72885,47663,48350,47208,3500,2500,2000,2000,2000,2000,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14000,364804,0.03837677218451552,0,0.7600083333333333,0.933225,T,0
20000,39,13231,14306,15370,16411,16839,17267,1300,1300,1300,700,700,700,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6000,93424,0.06422332591197123,0,0.7785333333333333,0.86335,T,1
50000,41,48152,45974,44792,18649,16260,18745,2043,3000,14000,545,5000,308,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24896,192572,0.12928151548511727,0,0.6419066666666666,0.96304,T,0
220000,33,41352,43757,46012,47543,48489,49506,3100,3269,2800,1736,1799,1964,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14668,276659,0.053018336652702426,0,0.20959015151515153,0.22502727272727271,T,0
210000,34,149092,153941,157358,3561,34600,32581,7000,7600,1019,36500,3000,3000,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,58119,531133,0.1094245697405358,0,0.421534126984127,0.7493238095238095,T,0
150000,36,11085,2500,190,3173,673,38100,2507,190,3180,0,38100,5000,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,1,48977,55721,0.8789684320094758,0,0.06191222222222223,0.254,T,0
200000,47,8172,20004,7737,8586,4291,52605,20003,9189,8586,4291,52605,21,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,94695,101395,0.933921791015336,0,0.08449583333333334,0.263025,T,0
230000,51,0,0,0,0,0,496,0,0,0,0,496,496,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,992,496,2.0,0,0.0003594202898550725,0.0021565217391304346,T,1
330000,55,21333,25915,25036,21804,19228,18799,5000,5200,6000,4300,5000,4000,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29500,132115,0.2232903152556485,0,0.06672474747474748,0.07853030303030303,T,0
100000,39,10135,1646,1635,884,0,0,1646,5635,884,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,8165,14300,0.570979020979021,0,0.023833333333333335,0.10135,T,0
80000,29,41815,42938,44022,44792,45915,46998,2100,2100,1800,2000,2000,2500,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12500,266480,0.046907835484839386,0,0.5551666666666667,0.587475,T,0
250000,29,70887,67060,63561,59696,56875,55512,3000,3000,3000,3000,3000,3000,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18000,373591,0.04818103219831313,0,0.24906066666666665,0.283548,T,0
340000,32,11049,57301,59375,60216,59842,46882,57301,3000,2600,1000,1817,11022,0,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,76740,294665,0.26043133728131945,0,0.1444436274509804,0.17710588235294117,T,0
20000,39,18988,15975,16579,15102,16795,34457,1400,4500,2500,3240,3000,4000,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18640,117896,0.15810544887019068,0,0.9824666666666666,1.72285,T,0
170000,33,1554,360,1562,844,484,0,360,1562,844,0,0,720,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3486,4804,0.7256452955870109,0,0.004709803921568627,0.009188235294117646,T,0
230000,51,204643,197993,84076,77766,70066,62865,5805,2965,3500,2600,2500,1901,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,19271,697409,0.027632278906638715,0,0.5053688405797101,0.8897521739130435,T,0
50000,28,2940,3989,5116,4425,6353,15829,1100,1205,2000,2000,10000,1000,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17305,38652,0.4477129255924661,0,0.12884,0.31658,T,0
120000,31,115573,117767,115918,116918,118698,121372,5700,4172,4168,4770,5119,2954,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26883,706246,0.03806464036610473,0,0.9808972222222223,1.0114333333333334,T,0
300000,30,10915,3469,2316,58284,6877,5970,3480,3016,58438,20,5987,2795,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,73736,87831,0.8395213535084424,0,0.048795,0.19428,T,0
80000,39,145905,147860,78545,19212,36800,18900,5107,3269,1400,368,1000,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11144,447222,0.0249182732513159,0,0.9317125,1.84825,T,0
50000,36,17292,18705,18125,17530,18251,19965,2000,0,0,1000,2002,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,5002,109868,0.045527360104853094,0,0.36622666666666664,0.3993,T,0
210000,31,140839,119171,119680,118070,111841,111716,4500,6000,5102,5000,5000,4000,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29602,721317,0.04103882204356753,0,0.5724738095238096,0.6706619047619048,T,0
420000,35,413076,414013,417086,348345,287150,261219,15048,16078,12638,50700,20014,10127,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124605,2140889,0.05820245701668793,0,0.8495591269841269,0.9930619047619048,T,0
310000,32,20138,8267,65993,8543,1695,750,8267,66008,8543,1695,750,7350,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,92613,105386,0.8787979428007515,0,0.05665913978494623,0.21288064516129032,T,1
80000,52,210,-2,926,-1,401,0,0,928,0,402,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1330,1534,0.8670143415906127,0,0.003195833333333333,0.011575,T,0
